movie_title,title_year,director_name,gross,budget,content_rating,country
Agent Cody Banks 2: Destination London ,2004.0,Kevin Allen,23222861.0,26000000.0,2,USA
New Year's Eve ,2011.0,Garry Marshall,54540525.0,56000000.0,3,USA
The Raven ,2012.0,James McTeigue,16005978.0,26000000.0,4,USA
Welcome to Mooseport ,2004.0,Donald Petrie,14469428.0,26000000.0,3,USA
Blood and Wine ,1996.0,Bob Rafelson,1075288.0,22000000.0,4,USA
The Curse of the Jade Scorpion ,2001.0,Woody Allen,7496522.0,26000000.0,3,USA
Flipper ,1996.0,Alan Shapiro,20047715.0,25530000.0,2,USA
Self/less ,2015.0,Tarsem Singh,12276810.0,26000000.0,3,USA
The Passion of the Christ ,2004.0,Mel Gibson,499263.0,30000000.0,4,USA
Mrs. Doubtfire ,1993.0,Chris Columbus,219200000.0,25000000.0,3,USA
Rain Man ,1988.0,Barry Levinson,172825435.0,25000000.0,4,USA
Gran Torino ,2008.0,Clint Eastwood,148085755.0,33000000.0,4,USA
W. ,2008.0,Oliver Stone,25517500.0,25100000.0,3,USA
The Best of Me ,2014.0,Michael Hoffman,26761283.0,26000000.0,3,USA
The Bodyguard ,1992.0,Mick Jackson,121945720.0,25000000.0,4,USA
Schindler's List ,1993.0,Steven Spielberg,96067179.0,22000000.0,4,USA
The Help ,2011.0,Tate Taylor,169705587.0,25000000.0,3,USA
The Fifth Estate ,2013.0,Bill Condon,3254172.0,28000000.0,4,USA
Scooby-Doo 2: Monsters Unleashed ,2004.0,Raja Gosnell,84185387.0,80000000.0,2,USA
Freddy vs. Jason ,2003.0,Ronny Yu,82163317.0,30000000.0,4,USA
Jimmy Neutron: Boy Genius ,2001.0,John A. Davis,80920948.0,30000000.0,0,USA
Cloverfield ,2008.0,Matt Reeves,80034302.0,25000000.0,3,USA
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991.0,Michael Pressman,78656813.0,25000000.0,2,USA
The Untouchables ,1987.0,Brian De Palma,76270454.0,25000000.0,4,USA
No Country for Old Men ,2007.0,Ethan Coen,74273505.0,25000000.0,4,USA
Ride Along ,2014.0,Tim Story,134141530.0,25000000.0,3,USA
"Legally Blonde 2: Red, White & Blonde ",2003.0,Charles Herman-Wurmfeld,89808372.0,45000000.0,3,USA
Parental Guidance ,2012.0,Andy Fickman,77264926.0,25000000.0,2,USA
No Strings Attached ,2011.0,Ivan Reitman,70625986.0,25000000.0,4,USA
Tombstone ,1993.0,George P. Cosmatos,56505065.0,25000000.0,4,USA
Romeo Must Die ,2000.0,Andrzej Bartkowiak,55973336.0,25000000.0,4,USA
The Lucky One ,2012.0,Scott Hicks,60443237.0,25000000.0,3,USA
Bridge to Terabithia ,2007.0,Gabor Csupo,82234139.0,17000000.0,2,USA
Finding Neverland ,2004.0,Marc Forster,51676606.0,25000000.0,2,USA
A Madea Christmas ,2013.0,Tyler Perry,52528330.0,25000000.0,3,USA
The Grey ,2011.0,Joe Carnahan,51533608.0,25000000.0,4,USA
Hide and Seek ,2005.0,John Polson,51097664.0,30000000.0,4,USA
Anchorman: The Legend of Ron Burgundy ,2004.0,Adam McKay,84136909.0,26000000.0,3,USA
Goodfellas ,1990.0,Martin Scorsese,46836394.0,25000000.0,4,USA
Agent Cody Banks ,2003.0,Harald Zwart,47285499.0,26000000.0,2,USA
Nanny McPhee ,2005.0,Kirk Jones,47124400.0,25000000.0,2,USA
Scarface ,1983.0,Brian De Palma,44700000.0,25000000.0,4,USA
Nothing to Lose ,1997.0,Steve Oedekerk,44455658.0,25000000.0,4,USA
Contraband ,2012.0,Baltasar Kormákur,66489425.0,25000000.0,4,USA
Money Talks ,1997.0,Brett Ratner,41067398.0,25000000.0,4,USA
There Will Be Blood ,2007.0,Paul Thomas Anderson,40218903.0,25000000.0,4,USA
The Wild Thornberrys Movie ,2002.0,Cathy Malkasian,39880476.0,25000000.0,2,USA
Rugrats Go Wild ,2003.0,John Eng,39399750.0,25000000.0,2,USA
Undercover Brother ,2002.0,Malcolm D. Lee,38230435.0,25000000.0,3,USA
The Sisterhood of the Traveling Pants ,2005.0,Ken Kwapis,39008741.0,25000000.0,2,USA
The House Bunny ,2008.0,Fred Wolf,48237389.0,25000000.0,3,USA
Million Dollar Arm ,2014.0,Craig Gillespie,36447959.0,25000000.0,2,USA
What a Girl Wants ,2003.0,Dennie Gordon,35990505.0,20000000.0,2,USA
Jeepers Creepers II ,2003.0,Victor Salva,35143332.0,17000000.0,4,USA
Good Luck Chuck ,2007.0,Mark Helfrich,35000629.0,25000000.0,4,USA
Cradle 2 the Grave ,2003.0,Andrzej Bartkowiak,34604054.0,30000000.0,4,USA
The Hours ,2002.0,Stephen Daldry,41597830.0,25000000.0,3,USA
She's the Man ,2006.0,Andy Fickman,33687630.0,20000000.0,3,USA
Anacondas: The Hunt for the Blood Orchid ,2004.0,Dwight H. Little,31526393.0,25000000.0,3,USA
August Rush ,2007.0,Kirsten Sheridan,31655091.0,30000000.0,2,USA
Dance Flick ,2009.0,Damien Dante Wayans,25615792.0,25000000.0,3,USA
The Shawshank Redemption ,1994.0,Frank Darabont,28341469.0,25000000.0,4,USA
Kingpin ,1996.0,Bobby Farrelly,24944213.0,27000000.0,3,USA
The Gambler ,2014.0,Rupert Wyatt,33631221.0,25000000.0,4,USA
August: Osage County ,2013.0,John Wells,37738400.0,25000000.0,4,USA
A Lot Like Love ,2005.0,Nigel Cole,21835784.0,30000000.0,3,USA
He Got Game ,1998.0,Spike Lee,21554585.0,25000000.0,4,USA
Don Juan DeMarco ,1994.0,Jeremy Leven,22200000.0,25000000.0,3,USA
Dear John ,2010.0,Lasse Hallström,80014842.0,25000000.0,3,USA
The Losers ,2010.0,Sylvain White,23527955.0,25000000.0,3,USA
Don't Be Afraid of the Dark ,2010.0,Troy Nixey,24042490.0,25000000.0,4,USA
War ,2007.0,Philip G. Atwell,22466994.0,25000000.0,4,USA
Punch-Drunk Love ,2002.0,Paul Thomas Anderson,17791031.0,25000000.0,4,USA
EuroTrip ,2004.0,Jeff Schaffer,17718223.0,25000000.0,4,USA
Unaccompanied Minors ,2006.0,Paul Feig,16647384.0,26000000.0,2,USA
"Bright Lights, Big City ",1988.0,James Bridges,16118077.0,25000000.0,4,USA
The Box ,2009.0,Richard Kelly,15045676.0,16000000.0,3,USA
The Ruins ,2008.0,Carter Smith,17427926.0,8000000.0,4,USA
The Next Best Thing ,2000.0,John Schlesinger,14983572.0,25000000.0,3,USA
My Soul to Take ,2010.0,Wes Craven,14637490.0,25000000.0,4,USA
The Girl Next Door ,2004.0,Luke Greenfield,14589444.0,25000000.0,4,USA
Maximum Risk ,1996.0,Ringo Lam,14095303.0,25000000.0,4,USA
Stealing Harvard ,2002.0,Bruce McCulloch,13973532.0,25000000.0,3,USA
Shark Night 3D ,2011.0,David R. Ellis,18860403.0,25000000.0,3,USA
Angela's Ashes ,1999.0,Alan Parker,13038660.0,25000000.0,4,USA
Draft Day ,2014.0,Ivan Reitman,28831145.0,25000000.0,4,USA
The Conspirator ,2010.0,Robert Redford,11538204.0,25000000.0,3,USA
Lords of Dogtown ,2005.0,Catherine Hardwicke,11008432.0,25000000.0,3,USA
Big Trouble in Little China ,1986.0,John Carpenter,11100000.0,25000000.0,3,USA
Warrior ,2011.0,Gavin O'Connor,13651662.0,25000000.0,3,USA
Gettysburg ,1993.0,Ron Maxwell,10769960.0,25000000.0,2,USA
Stop-Loss ,2008.0,Kimberly Peirce,10911750.0,25000000.0,4,USA
Abandon ,2002.0,Stephen Gaghan,10719367.0,25000000.0,3,USA
Brokedown Palace ,1999.0,Jonathan Kaplan,10114315.0,25000000.0,3,USA
The Possession ,2012.0,Ole Bornedal,49122319.0,14000000.0,3,USA
Mrs. Winterbourne ,1996.0,Richard Benjamin,10070000.0,25000000.0,3,USA
Straw Dogs ,2011.0,Rod Lurie,10324441.0,25000000.0,4,USA
The Hoax ,2006.0,Lasse Hallström,7156933.0,25000000.0,4,USA
Stone Cold ,1991.0,Craig R. Baxley,9286314.0,17000000.0,4,USA
The Road ,2009.0,John Hillcoat,56692.0,25000000.0,4,USA
Underclassman ,2005.0,Marcos Siega,5654777.0,25000000.0,3,USA
Say It Isn't So ,2001.0,J.B. Rogers,5516708.0,25000000.0,4,USA
Tank Girl ,1995.0,Rachel Talalay,4064333.0,25000000.0,4,USA
King's Ransom ,2005.0,Jeffrey W. Byrd,4006906.0,15000000.0,3,USA
BloodRayne ,2005.0,Uwe Boll,1550000.0,25000000.0,4,USA
Without Limits ,1998.0,Robert Towne,777423.0,25000000.0,3,USA
Bad Lieutenant: Port of Call New Orleans ,2009.0,Werner Herzog,1697956.0,20000000.0,4,USA
Love Ranch ,2010.0,Taylor Hackford,134904.0,25000000.0,4,USA
The Counselor ,2013.0,Ridley Scott,16969390.0,25000000.0,4,USA
Dangerous Liaisons ,1988.0,Stephen Frears,34700000.0,14000000.0,4,USA
Star Trek IV: The Voyage Home ,1986.0,Leonard Nimoy,109713132.0,25000000.0,2,USA
Rocky Balboa ,2006.0,Sylvester Stallone,70269171.0,24000000.0,2,USA
Scream 2 ,1997.0,Wes Craven,101334374.0,24000000.0,4,USA
Jane Got a Gun ,2016.0,Gavin O'Connor,1512815.0,25000000.0,4,USA
Think Like a Man Too ,2014.0,Tim Story,65182182.0,24000000.0,3,USA
The Whole Nine Yards ,2000.0,Jonathan Lynn,57262492.0,24000000.0,4,USA
Footloose ,1984.0,Herbert Ross,80000000.0,8200000.0,2,USA
Old School ,2003.0,Todd Phillips,74608545.0,24000000.0,4,USA
The Fisher King ,1991.0,Terry Gilliam,41895491.0,24000000.0,4,USA
I Still Know What You Did Last Summer ,1998.0,Danny Cannon,39989008.0,24000000.0,4,USA
Return to Me ,2000.0,Bonnie Hunt,32662299.0,24000000.0,2,USA
Zack and Miri Make a Porno ,2008.0,Kevin Smith,31452765.0,24000000.0,4,USA
The Men Who Stare at Goats ,2009.0,Grant Heslov,32416109.0,25000000.0,4,USA
Double Take ,2001.0,George Gallo,20218.0,24000000.0,3,USA
"Girl, Interrupted ",1999.0,James Mangold,28871190.0,24000000.0,4,USA
Win a Date with Tad Hamilton! ,2004.0,Robert Luketic,16964743.0,24000000.0,3,USA
Muppets from Space ,1999.0,Tim Hill,16290976.0,24000000.0,0,USA
The Wiz ,1978.0,Sidney Lumet,13000000.0,24000000.0,0,USA
Ready to Rumble ,2000.0,Brian Robbins,12372410.0,24000000.0,3,USA
Play It to the Bone ,1999.0,Ron Shelton,8427204.0,24000000.0,4,USA
I Don't Know How She Does It ,2011.0,Douglas McGrath,9639242.0,24000000.0,3,USA
Piranha 3D ,2010.0,Alexandre Aja,25003072.0,24000000.0,4,USA
Beyond the Sea ,2004.0,Kevin Spacey,6144806.0,23000000.0,3,USA
Meet the Deedles ,1998.0,Steve Boyum,4308981.0,24000000.0,2,USA
Faster ,2010.0,George Tillman Jr.,23225911.0,24000000.0,4,USA
Zombieland ,2009.0,Ruben Fleischer,75590286.0,23600000.0,4,USA
The Waterboy ,1998.0,Frank Coraci,161487252.0,20000000.0,3,USA
Star Wars: Episode V - The Empire Strikes Back ,1980.0,Irvin Kershner,290158751.0,18000000.0,2,USA
Bad Boys ,1995.0,Michael Bay,65807024.0,19000000.0,4,USA
The Naked Gun 2½: The Smell of Fear ,1991.0,David Zucker,86930411.0,23000000.0,3,USA
Final Destination ,2000.0,James Wong,53302314.0,23000000.0,4,USA
The Ides of March ,2011.0,George Clooney,40962534.0,12500000.0,4,USA
Pitch Black ,2000.0,David Twohy,39235088.0,23000000.0,4,USA
Someone Like You... ,2001.0,Tony Goldwyn,27338033.0,23000000.0,3,USA
Her ,2013.0,Spike Jonze,25556065.0,23000000.0,4,USA
Joy Ride ,2001.0,John Dahl,21973182.0,23000000.0,4,USA
Anywhere But Here ,1999.0,Wayne Wang,18653615.0,23000000.0,3,USA
The Crew ,2000.0,Michael Dinner,13019253.0,23000000.0,3,USA
Jaws: The Revenge ,1987.0,Joseph Sargent,20763013.0,23000000.0,3,USA
Marvin's Room ,1996.0,Jerry Zaks,12782508.0,23000000.0,3,USA
The Longshots ,2008.0,Fred Durst,11508423.0,23000000.0,2,USA
Harley Davidson and the Marlboro Man ,1991.0,Simon Wincer,7434726.0,23000000.0,4,USA
Vanity Fair ,2004.0,Mira Nair,16123851.0,23000000.0,3,USA
1408 ,2007.0,Mikael Håfström,71975611.0,25000000.0,3,USA
Spaceballs ,1987.0,Mel Brooks,38119483.0,22700000.0,2,USA
Ghost ,1990.0,Jerry Zucker,217631306.0,22000000.0,3,USA
There's Something About Mary ,1998.0,Bobby Farrelly,176483808.0,23000000.0,4,USA
The Santa Clause ,1994.0,John Pasquin,144833357.0,22000000.0,2,USA
The Rookie ,2002.0,John Lee Hancock,75597042.0,20000000.0,0,USA
The Game Plan ,2007.0,Andy Fickman,90636983.0,22000000.0,2,USA
The Bridges of Madison County ,1995.0,Clint Eastwood,70960517.0,35000000.0,3,USA
The Animal ,2001.0,Luke Greenfield,55762229.0,22000000.0,3,USA
The Hundred-Foot Journey ,2014.0,Lasse Hallström,54235441.0,22000000.0,2,USA
The Net ,1995.0,Irwin Winkler,50728000.0,22000000.0,3,USA
I Am Sam ,2001.0,Jessie Nelson,40270895.0,22000000.0,3,USA
Son of God ,2014.0,Christopher Spencer,59696176.0,22000000.0,3,USA
Derailed ,2005.0,Mikael Håfström,36020063.0,22000000.0,4,USA
The Informant! ,2009.0,Steven Soderbergh,33313582.0,21000000.0,4,USA
Deuce Bigalow: European Gigolo ,2005.0,Mike Bigelow,22264487.0,22000000.0,4,USA
Delivery Man ,2013.0,Ken Scott,30659817.0,26000000.0,3,USA
Saving Silverman ,2001.0,Dennis Dugan,19351569.0,22000000.0,3,USA
Diary of a Wimpy Kid: Dog Days ,2012.0,David Bowers,49002815.0,22000000.0,2,USA
Summer of Sam ,1999.0,Spike Lee,19283782.0,22000000.0,4,USA
Jay and Silent Bob Strike Back ,2001.0,Kevin Smith,30059386.0,22000000.0,4,USA
The Glass House ,2001.0,Daniel Sackheim,17951431.0,30000000.0,3,USA
Homefront ,2013.0,Gary Fleder,19783777.0,22000000.0,4,USA
I Heart Huckabees ,2004.0,David O. Russell,12784713.0,22000000.0,4,USA
RoboCop 3 ,1993.0,Fred Dekker,10696210.0,23500000.0,3,USA
Megiddo: The Omega Code 2 ,2001.0,Brian Trenchard-Smith,5974653.0,22000000.0,3,USA
Darling Lili ,1970.0,Blake Edwards,5000000.0,25000000.0,0,USA
Dudley Do-Right ,1999.0,Hugh Wilson,9694105.0,22000000.0,2,USA
Hit and Run ,2012.0,David Palmer,13746550.0,2000000.0,4,USA
Mad Money ,2008.0,Callie Khouri,20668843.0,22000000.0,3,USA
Stone ,2010.0,John Curran,1796024.0,22000000.0,4,USA
Out of the Furnace ,2013.0,Scott Cooper,11326836.0,22000000.0,4,USA
Michael Clayton ,2007.0,Tony Gilroy,49024969.0,25000000.0,4,USA
My Fellow Americans ,1996.0,Peter Segal,22294341.0,21500000.0,3,USA
Arlington Road ,1999.0,Mark Pellington,24362501.0,21500000.0,4,USA
To Rome with Love ,2012.0,Woody Allen,16684352.0,17000000.0,4,USA
Firefox ,1982.0,Clint Eastwood,46700000.0,21000000.0,2,USA
South Park: Bigger Longer & Uncut ,1999.0,Trey Parker,52008288.0,21000000.0,4,USA
Death at a Funeral ,2007.0,Frank Oz,8579684.0,9000000.0,4,USA
Teenage Mutant Ninja Turtles III ,1993.0,Stuart Gillard,42660000.0,17000000.0,2,USA
Hardball ,2001.0,Brian Robbins,40219708.0,21000000.0,3,USA
Silver Linings Playbook ,2012.0,David O. Russell,132088910.0,21000000.0,4,USA
Never Back Down ,2008.0,Jeff Wadlow,24848292.0,20000000.0,3,USA
The Rage: Carrie 2 ,1999.0,Katt Shea,17757087.0,21000000.0,4,USA
Away We Go ,2009.0,Sam Mendes,9430988.0,17000000.0,4,USA
Swing Vote ,2008.0,Joshua Michael Stern,16284360.0,21000000.0,3,USA
Moonlight Mile ,2002.0,Brad Silberling,6830957.0,21000000.0,3,USA
Molly ,1999.0,John Duigan,15593.0,21000000.0,3,USA
The Beaver ,2011.0,Jodie Foster,958319.0,21000000.0,3,USA
The Best Little Whorehouse in Texas ,1982.0,Colin Higgins,69700000.0,35000000.0,4,USA
Raiders of the Lost Ark ,1981.0,Steven Spielberg,242374454.0,18000000.0,2,USA
Home Alone 2: Lost in New York ,1992.0,Chris Columbus,173585516.0,18000000.0,2,USA
Close Encounters of the Third Kind ,1977.0,Steven Spielberg,128300000.0,19400870.0,2,USA
Pulse ,2006.0,Jim Sonzero,20259297.0,20000000.0,3,USA
Beverly Hills Cop II ,1987.0,Tony Scott,153665036.0,28000000.0,4,USA
Bringing Down the House ,2003.0,Adam Shankman,132541238.0,33000000.0,3,USA
The Silence of the Lambs ,1991.0,Jonathan Demme,130727000.0,19000000.0,4,USA
Wayne's World ,1992.0,Penelope Spheeris,121697350.0,20000000.0,3,USA
Jackass 3D ,2010.0,Jeff Tremaine,117224271.0,20000000.0,4,USA
Jaws 2 ,1978.0,Jeannot Szwarc,102922376.0,20000000.0,2,USA
Beverly Hills Chihuahua ,2008.0,Raja Gosnell,94497271.0,20000000.0,2,USA
The Conjuring ,2013.0,James Wan,137387272.0,20000000.0,4,USA
Are We There Yet? ,2005.0,Brian Levant,82301521.0,32000000.0,2,USA
Tammy ,2014.0,Ben Falcone,84518155.0,20000000.0,4,USA
School of Rock ,2003.0,Richard Linklater,81257845.0,35000000.0,3,USA
Mortal Kombat ,1995.0,Paul W.S. Anderson,70360285.0,18000000.0,3,USA
White Chicks ,2004.0,Keenen Ivory Wayans,69148997.0,37000000.0,3,USA
The Descendants ,2011.0,Alexander Payne,82624961.0,20000000.0,4,USA
Holes ,2003.0,Andrew Davis,67325559.0,20000000.0,2,USA
The Last Song ,2010.0,Julie Anne Robinson,62933793.0,20000000.0,2,USA
12 Years a Slave ,2013.0,Steve McQueen,56667870.0,20000000.0,4,USA
Drumline ,2002.0,Charles Stone III,56398162.0,20000000.0,3,USA
Why Did I Get Married Too? ,2010.0,Tyler Perry,60072596.0,20000000.0,3,USA
Edward Scissorhands ,1990.0,Tim Burton,56362352.0,20000000.0,3,USA
Madea's Witness Protection ,2012.0,Tyler Perry,65623128.0,20000000.0,3,USA
Bad Moms ,2016.0,Jon Lucas,55461307.0,20000000.0,4,USA
Date Movie ,2006.0,Aaron Seltzer,48546578.0,20000000.0,3,USA
Return to Never Land ,2002.0,Robin Budd,48423368.0,20000000.0,0,USA
The Jungle Book 2 ,2003.0,Steve Trenbirth,47887943.0,20000000.0,0,USA
Boogeyman ,2005.0,Stephen Kay,46363118.0,20000000.0,3,USA
Premonition ,2007.0,Mennan Yapo,47852604.0,20000000.0,3,USA
The Tigger Movie ,2000.0,Jun Falkenstein,45542421.0,30000000.0,0,USA
Max ,2015.0,Boaz Yakin,42652003.0,20000000.0,2,USA
Epic Movie ,2007.0,Jason Friedberg,39737645.0,20000000.0,3,USA
Spotlight ,2015.0,Tom McCarthy,44988180.0,20000000.0,4,USA
Lakeview Terrace ,2008.0,Neil LaBute,39263506.0,22000000.0,3,USA
The Grudge 2 ,2006.0,Takashi Shimizu,39143839.0,20000000.0,3,USA
How Stella Got Her Groove Back ,1998.0,Kevin Rodney Sullivan,37672350.0,20000000.0,4,USA
Bill & Ted's Bogus Journey ,1991.0,Peter Hewitt,38037513.0,20000000.0,2,USA
Man of the Year ,2006.0,Barry Levinson,37442180.0,20000000.0,3,USA
The American ,2010.0,Anton Corbijn,35596227.0,20000000.0,4,USA
Selena ,1997.0,Gregory Nava,35422828.0,20000000.0,2,USA
Vampires Suck ,2010.0,Jason Friedberg,36658108.0,20000000.0,3,USA
This Is Where I Leave You ,2014.0,Shawn Levy,34290142.0,19800000.0,4,USA
Doubt ,2008.0,John Patrick Shanley,33422556.0,20000000.0,3,USA
Team America: World Police ,2004.0,Trey Parker,32774834.0,30000000.0,4,USA
Texas Chainsaw 3D ,2013.0,John Luessenhop,34334256.0,11000000.0,4,USA
Copycat ,1995.0,Jon Amiel,32051917.0,20000000.0,4,USA
Scary Movie 5 ,2013.0,Malcolm D. Lee,32014289.0,20000000.0,3,USA
Milk ,2008.0,Gus Van Sant,31838002.0,20000000.0,4,USA
Risen ,2016.0,Kevin Reynolds,36874745.0,20000000.0,3,USA
Ghost Ship ,2002.0,Steve Beck,30079316.0,35000000.0,4,USA
A Very Harold & Kumar 3D Christmas ,2011.0,Todd Strauss-Schulson,35033759.0,19000000.0,4,USA
Wild Things ,1998.0,John McNaughton,29753944.0,20000000.0,4,USA
The Debt ,2010.0,John Madden,31146570.0,20000000.0,4,USA
Eye for an Eye ,1996.0,John Schlesinger,53146000.0,20000000.0,4,USA
Eternal Sunshine of the Spotless Mind ,2004.0,Michel Gondry,34126138.0,20000000.0,4,USA
You Again ,2010.0,Andy Fickman,25677801.0,20000000.0,2,USA
Street Kings ,2008.0,David Ayer,26415649.0,20000000.0,4,USA
Nancy Drew ,2007.0,Andrew Fleming,25584685.0,20000000.0,2,USA
She's Out of My League ,2010.0,Jim Field Smith,31584722.0,20000000.0,4,USA
Stay Alive ,2006.0,William Brent Bell,23078294.0,9000000.0,3,USA
Alpha and Omega ,2010.0,Anthony Bell,25077977.0,20000000.0,2,USA
The Covenant ,2006.0,Renny Harlin,23292105.0,20000000.0,3,USA
Shorts ,2009.0,Robert Rodriguez,20916309.0,40000000.0,2,USA
To Die For ,1995.0,Gus Van Sant,21200000.0,20000000.0,4,USA
Nerve ,2016.0,Henry Joost,28876924.0,20000000.0,3,USA
Vampires ,1998.0,John Carpenter,20241395.0,20000000.0,4,USA
Psycho ,1960.0,Alfred Hitchcock,32000000.0,806947.0,4,USA
My Best Friend's Girl ,2008.0,Howard Deutch,19151864.0,40000000.0,4,USA
Endless Love ,2014.0,Shana Feste,23393765.0,20000000.0,3,USA
Georgia Rule ,2007.0,Garry Marshall,18882880.0,20000000.0,4,USA
Under the Rainbow ,1981.0,Steve Rash,8500000.0,20000000.0,2,USA
Simon Birch ,1998.0,Mark Steven Johnson,18252684.0,30000000.0,2,USA
Reign Over Me ,2007.0,Mike Binder,19661987.0,20000000.0,4,USA
Into the Wild ,2007.0,Sean Penn,18352454.0,15000000.0,4,USA
School for Scoundrels ,2006.0,Todd Phillips,17803796.0,20000000.0,3,USA
From Dusk Till Dawn ,1996.0,Robert Rodriguez,25753840.0,19000000.0,4,USA
Pooh's Heffalump Movie ,2005.0,Frank Nissen,18081626.0,20000000.0,0,USA
Home for the Holidays ,1995.0,Jodie Foster,17518220.0,20000000.0,3,USA
The Country Bears ,2002.0,Peter Hastings,16988996.0,35000000.0,0,USA
The Kite Runner ,2007.0,Marc Forster,15797907.0,20000000.0,3,USA
21 Grams ,2003.0,Alejandro G. Iñárritu,16248701.0,20000000.0,4,USA
Paparazzi ,2004.0,Paul Abascal,15712072.0,20000000.0,3,USA
A Guy Thing ,2003.0,Chris Koch,15408822.0,20000000.0,3,USA
Loser ,2000.0,Amy Heckerling,15464026.0,20000000.0,3,USA
The Greatest Story Ever Told ,1965.0,George Stevens,8000000.0,20000000.0,0,USA
Disaster Movie ,2008.0,Jason Friedberg,14174654.0,25000000.0,3,USA
Armored ,2009.0,Nimród Antal,15988876.0,27000000.0,3,USA
The Man Who Knew Too Little ,1997.0,Jon Amiel,13801755.0,20000000.0,2,USA
What's Your Number? ,2011.0,Mark Mylod,13987482.0,20000000.0,4,USA
Envy ,2004.0,Barry Levinson,12181484.0,40000000.0,3,USA
Crank: High Voltage ,2009.0,Mark Neveldine,13630226.0,20000000.0,4,USA
Bullets Over Broadway ,1994.0,Woody Allen,13383737.0,20000000.0,4,USA
One Night with the King ,2006.0,Michael O. Sajbel,13391174.0,20000000.0,2,USA
The Weather Man ,2005.0,Gore Verbinski,12469811.0,22000000.0,4,USA
Undisputed ,2002.0,Walter Hill,12398628.0,20000000.0,4,USA
Ghost Town ,2008.0,David Koepp,13214030.0,20000000.0,3,USA
12 Rounds ,2009.0,Renny Harlin,12232937.0,22000000.0,3,USA
3 Ninjas Kick Back ,1994.0,Charles T. Kanganis,11784000.0,20000000.0,2,USA
Triple 9 ,2016.0,John Hillcoat,12626905.0,20000000.0,4,USA
Deconstructing Harry ,1997.0,Woody Allen,10569071.0,20000000.0,4,USA
Burnt ,2015.0,John Wells,13650738.0,20000000.0,4,USA
We're No Angels ,1989.0,Neil Jordan,10555348.0,20000000.0,3,USA
Everyone Says I Love You ,1996.0,Woody Allen,9714482.0,20000000.0,4,USA
Death Sentence ,2007.0,James Wan,9525276.0,20000000.0,4,USA
Everybody's Fine ,2009.0,Kirk Jones,8855646.0,21000000.0,3,USA
Code Name: The Cleaner ,2007.0,Les Mayfield,8104069.0,20000000.0,3,USA
Connie and Carla ,2004.0,Michael Lembeck,8054280.0,20000000.0,3,USA
Inherent Vice ,2014.0,Paul Thomas Anderson,8093318.0,20000000.0,4,USA
Doogal ,2006.0,Dave Borthwick,7382993.0,20000000.0,0,USA
Battle of the Year ,2013.0,Benson Lee,8888355.0,20000000.0,3,USA
An American Carol ,2008.0,David Zucker,7001720.0,12000000.0,3,USA
Strange Wilderness ,2008.0,Fred Wolf,6563357.0,20000000.0,4,USA
A Scanner Darkly ,2006.0,Richard Linklater,5480996.0,8700000.0,4,USA
Chasing Mavericks ,2012.0,Michael Apted,6002756.0,20000000.0,2,USA
Bandslam ,2009.0,Todd Graff,5205343.0,20000000.0,2,USA
Birth ,2004.0,Jonathan Glazer,5005883.0,20000000.0,4,USA
A Most Violent Year ,2014.0,J.C. Chandor,5749134.0,20000000.0,4,USA
Flash of Genius ,2008.0,Marc Abraham,4234040.0,20000000.0,3,USA
I'm Not There. ,2007.0,Todd Haynes,4001121.0,20000000.0,4,USA
The Cold Light of Day ,2012.0,Mabrouk El Mechri,3749061.0,20000000.0,3,USA
The Brothers Bloom ,2008.0,Rian Johnson,3519627.0,20000000.0,3,USA
"Synecdoche, New York ",2008.0,Charlie Kaufman,3081925.0,21000000.0,4,USA
Can't Stop the Music ,1980.0,Nancy Walker,2000000.0,20000000.0,2,USA
Courage ,2015.0,Angelo Pizzo,2246000.0,20000000.0,2,USA
Marci X ,2003.0,Richard Benjamin,1646664.0,20000000.0,4,USA
Equilibrium ,2002.0,Kurt Wimmer,1190018.0,20000000.0,4,USA
The Yards ,2000.0,James Gray,882710.0,24000000.0,4,USA
The Oogieloves in the Big Balloon Adventure ,2012.0,Matthew Diamond,1064277.0,20000000.0,0,USA
By the Sea ,2015.0,Angelina Jolie Pitt,531009.0,10000000.0,4,USA
The Game of Their Lives ,2005.0,David Anspaugh,375474.0,20000000.0,2,USA
Rapa Nui ,1994.0,Kevin Reynolds,305070.0,20000000.0,4,USA
Dylan Dog: Dead of Night ,2010.0,Kevin Munroe,1183354.0,20000000.0,3,USA
People I Know ,2002.0,Daniel Algrant,121972.0,22000000.0,4,USA
The Tempest ,2010.0,Julie Taymor,263365.0,20000000.0,3,USA
Dances with Wolves ,1990.0,Kevin Costner,184208848.0,22000000.0,3,USA
Bad Teacher ,2011.0,Jake Kasdan,100292856.0,20000000.0,4,USA
Sea of Love ,1989.0,Harold Becker,58571513.0,19000000.0,4,USA
A Cinderella Story ,2004.0,Mark Rosman,51431160.0,20000000.0,2,USA
Scream ,1996.0,Wes Craven,103001286.0,15000000.0,4,USA
Thir13en Ghosts ,2001.0,Steve Beck,41867960.0,20000000.0,4,USA
Back to the Future ,1985.0,Robert Zemeckis,210609762.0,19000000.0,2,USA
House on Haunted Hill ,1999.0,William Malone,40846082.0,19000000.0,4,USA
I Can Do Bad All by Myself ,2009.0,Tyler Perry,51697449.0,13000000.0,3,USA
The Switch ,2010.0,Josh Gordon,27758465.0,19000000.0,3,USA
