movie_title,title_year,director_name,gross,budget,content_rating,language
The Little Vampire ,2000.0,Uli Edel,13555988.0,22000000.0,PG,English
I Heart Huckabees ,2004.0,David O. Russell,12784713.0,22000000.0,R,English
RoboCop 3 ,1993.0,Fred Dekker,10696210.0,23500000.0,PG-13,English
Megiddo: The Omega Code 2 ,2001.0,Brian Trenchard-Smith,5974653.0,22000000.0,PG-13,English
Darling Lili ,1970.0,Blake Edwards,5000000.0,25000000.0,G,English
Dudley Do-Right ,1999.0,Hugh Wilson,9694105.0,22000000.0,PG,English
The Transporter Refueled ,2015.0,Camille Delamarre,16027866.0,25000000.0,PG-13,English
Black Book ,2006.0,Paul Verhoeven,4398392.0,21000000.0,R,Dutch
Joyeux Noel ,2005.0,Christian Carion,1050445.0,22000000.0,PG-13,French
Hit and Run ,2012.0,David Palmer,13746550.0,2000000.0,R,English
Mad Money ,2008.0,Callie Khouri,20668843.0,22000000.0,PG-13,English
Before I Go to Sleep ,2014.0,Rowan Joffe,2963012.0,22000000.0,R,English
Stone ,2010.0,John Curran,1796024.0,22000000.0,R,English
Molière ,2007.0,Laurent Tirard,634277.0,16000000.0,PG-13,French
Out of the Furnace ,2013.0,Scott Cooper,11326836.0,22000000.0,R,English
Michael Clayton ,2007.0,Tony Gilroy,49024969.0,25000000.0,R,English
My Fellow Americans ,1996.0,Peter Segal,22294341.0,21500000.0,PG-13,English
Arlington Road ,1999.0,Mark Pellington,24362501.0,21500000.0,R,English
To Rome with Love ,2012.0,Woody Allen,16684352.0,17000000.0,R,English
Firefox ,1982.0,Clint Eastwood,46700000.0,21000000.0,PG,English
South Park: Bigger Longer & Uncut ,1999.0,Trey Parker,52008288.0,21000000.0,R,English
Death at a Funeral ,2007.0,Frank Oz,8579684.0,9000000.0,R,English
Teenage Mutant Ninja Turtles III ,1993.0,Stuart Gillard,42660000.0,17000000.0,PG,English
Hardball ,2001.0,Brian Robbins,40219708.0,21000000.0,PG-13,English
Silver Linings Playbook ,2012.0,David O. Russell,132088910.0,21000000.0,R,English
Freedom Writers ,2007.0,Richard LaGravenese,36581633.0,21000000.0,PG-13,English
The Transporter ,2002.0,Louis Leterrier,25296447.0,21000000.0,PG-13,English
Never Back Down ,2008.0,Jeff Wadlow,24848292.0,20000000.0,PG-13,English
The Rage: Carrie 2 ,1999.0,Katt Shea,17757087.0,21000000.0,R,English
Away We Go ,2009.0,Sam Mendes,9430988.0,17000000.0,R,English
Swing Vote ,2008.0,Joshua Michael Stern,16284360.0,21000000.0,PG-13,English
Moonlight Mile ,2002.0,Brad Silberling,6830957.0,21000000.0,PG-13,English
Tinker Tailor Soldier Spy ,2011.0,Tomas Alfredson,24104113.0,20000000.0,R,English
Molly ,1999.0,John Duigan,15593.0,21000000.0,PG-13,English
The Beaver ,2011.0,Jodie Foster,958319.0,21000000.0,PG-13,English
The Best Little Whorehouse in Texas ,1982.0,Colin Higgins,69700000.0,35000000.0,R,English
eXistenZ ,1999.0,David Cronenberg,2840417.0,31000000.0,R,English
Raiders of the Lost Ark ,1981.0,Steven Spielberg,242374454.0,18000000.0,PG,English
Home Alone 2: Lost in New York ,1992.0,Chris Columbus,173585516.0,18000000.0,PG,English
Close Encounters of the Third Kind ,1977.0,Steven Spielberg,128300000.0,19400870.0,PG,English
Pulse ,2006.0,Jim Sonzero,20259297.0,20000000.0,PG-13,English
Beverly Hills Cop II ,1987.0,Tony Scott,153665036.0,28000000.0,R,English
Bringing Down the House ,2003.0,Adam Shankman,132541238.0,33000000.0,PG-13,English
The Silence of the Lambs ,1991.0,Jonathan Demme,130727000.0,19000000.0,R,English
Wayne's World ,1992.0,Penelope Spheeris,121697350.0,20000000.0,PG-13,English
Jackass 3D ,2010.0,Jeff Tremaine,117224271.0,20000000.0,R,English
Jaws 2 ,1978.0,Jeannot Szwarc,102922376.0,20000000.0,PG,English
Beverly Hills Chihuahua ,2008.0,Raja Gosnell,94497271.0,20000000.0,PG,English
The Conjuring ,2013.0,James Wan,137387272.0,20000000.0,R,English
Are We There Yet? ,2005.0,Brian Levant,82301521.0,32000000.0,PG,English
Tammy ,2014.0,Ben Falcone,84518155.0,20000000.0,R,English
Disturbia ,2007.0,D.J. Caruso,80050171.0,20000000.0,PG-13,English
School of Rock ,2003.0,Richard Linklater,81257845.0,35000000.0,PG-13,English
Mortal Kombat ,1995.0,Paul W.S. Anderson,70360285.0,18000000.0,PG-13,English
Wicker Park ,2004.0,Paul McGuigan,12831121.0,30000000.0,PG-13,English
White Chicks ,2004.0,Keenen Ivory Wayans,69148997.0,37000000.0,PG-13,English
The Descendants ,2011.0,Alexander Payne,82624961.0,20000000.0,R,English
Holes ,2003.0,Andrew Davis,67325559.0,20000000.0,PG,English
The Last Song ,2010.0,Julie Anne Robinson,62933793.0,20000000.0,PG,English
12 Years a Slave ,2013.0,Steve McQueen,56667870.0,20000000.0,R,English
Drumline ,2002.0,Charles Stone III,56398162.0,20000000.0,PG-13,English
Why Did I Get Married Too? ,2010.0,Tyler Perry,60072596.0,20000000.0,PG-13,English
Edward Scissorhands ,1990.0,Tim Burton,56362352.0,20000000.0,PG-13,English
Me Before You ,2016.0,Thea Sharrock,56154094.0,20000000.0,PG-13,English
Madea's Witness Protection ,2012.0,Tyler Perry,65623128.0,20000000.0,PG-13,English
Bad Moms ,2016.0,Jon Lucas,55461307.0,20000000.0,R,English
Date Movie ,2006.0,Aaron Seltzer,48546578.0,20000000.0,PG-13,English
Return to Never Land ,2002.0,Robin Budd,48423368.0,20000000.0,G,English
Selma ,2014.0,Ava DuVernay,52066000.0,20000000.0,PG-13,English
The Jungle Book 2 ,2003.0,Steve Trenbirth,47887943.0,20000000.0,G,English
Boogeyman ,2005.0,Stephen Kay,46363118.0,20000000.0,PG-13,English
Premonition ,2007.0,Mennan Yapo,47852604.0,20000000.0,PG-13,English
The Tigger Movie ,2000.0,Jun Falkenstein,45542421.0,30000000.0,G,English
Max ,2015.0,Boaz Yakin,42652003.0,20000000.0,PG,English
Epic Movie ,2007.0,Jason Friedberg,39737645.0,20000000.0,PG-13,English
Conan the Barbarian ,1982.0,John Milius,37567440.0,20000000.0,R,English
Spotlight ,2015.0,Tom McCarthy,44988180.0,20000000.0,R,English
Lakeview Terrace ,2008.0,Neil LaBute,39263506.0,22000000.0,PG-13,English
The Grudge 2 ,2006.0,Takashi Shimizu,39143839.0,20000000.0,PG-13,English
How Stella Got Her Groove Back ,1998.0,Kevin Rodney Sullivan,37672350.0,20000000.0,R,English
Bill & Ted's Bogus Journey ,1991.0,Peter Hewitt,38037513.0,20000000.0,PG,English
Man of the Year ,2006.0,Barry Levinson,37442180.0,20000000.0,PG-13,English
The American ,2010.0,Anton Corbijn,35596227.0,20000000.0,R,English
Selena ,1997.0,Gregory Nava,35422828.0,20000000.0,PG,English
Vampires Suck ,2010.0,Jason Friedberg,36658108.0,20000000.0,PG-13,English
Babel ,2006.0,Alejandro G. Iñárritu,34300771.0,25000000.0,R,English
This Is Where I Leave You ,2014.0,Shawn Levy,34290142.0,19800000.0,R,English
Doubt ,2008.0,John Patrick Shanley,33422556.0,20000000.0,PG-13,English
Team America: World Police ,2004.0,Trey Parker,32774834.0,30000000.0,R,English
Texas Chainsaw 3D ,2013.0,John Luessenhop,34334256.0,11000000.0,R,English
Copycat ,1995.0,Jon Amiel,32051917.0,20000000.0,R,English
Scary Movie 5 ,2013.0,Malcolm D. Lee,32014289.0,20000000.0,PG-13,English
Milk ,2008.0,Gus Van Sant,31838002.0,20000000.0,R,English
Risen ,2016.0,Kevin Reynolds,36874745.0,20000000.0,PG-13,English
Ghost Ship ,2002.0,Steve Beck,30079316.0,35000000.0,R,English
A Very Harold & Kumar 3D Christmas ,2011.0,Todd Strauss-Schulson,35033759.0,19000000.0,R,English
Wild Things ,1998.0,John McNaughton,29753944.0,20000000.0,R,English
The Debt ,2010.0,John Madden,31146570.0,20000000.0,R,English
High Fidelity ,2000.0,Stephen Frears,27277055.0,20000000.0,R,English
One Missed Call ,2008.0,Eric Valette,26876529.0,27000000.0,PG-13,English
Eye for an Eye ,1996.0,John Schlesinger,53146000.0,20000000.0,R,English
The Bank Job ,2008.0,Roger Donaldson,30028592.0,20000000.0,R,English
Eternal Sunshine of the Spotless Mind ,2004.0,Michel Gondry,34126138.0,20000000.0,R,English
You Again ,2010.0,Andy Fickman,25677801.0,20000000.0,PG,English
Street Kings ,2008.0,David Ayer,26415649.0,20000000.0,R,English
The World's End ,2013.0,Edgar Wright,26003149.0,20000000.0,R,English
Nancy Drew ,2007.0,Andrew Fleming,25584685.0,20000000.0,PG,English
Daybreakers ,2009.0,Michael Spierig,29975979.0,20000000.0,R,English
She's Out of My League ,2010.0,Jim Field Smith,31584722.0,20000000.0,R,English
Monte Carlo ,2011.0,Thomas Bezucha,23179303.0,20000000.0,PG,English
Stay Alive ,2006.0,William Brent Bell,23078294.0,9000000.0,PG-13,English
Quigley Down Under ,1990.0,Simon Wincer,21413105.0,20000000.0,PG-13,English
Alpha and Omega ,2010.0,Anthony Bell,25077977.0,20000000.0,PG,English
The Covenant ,2006.0,Renny Harlin,23292105.0,20000000.0,PG-13,English
Shorts ,2009.0,Robert Rodriguez,20916309.0,40000000.0,PG,English
To Die For ,1995.0,Gus Van Sant,21200000.0,20000000.0,R,English
Nerve ,2016.0,Henry Joost,28876924.0,20000000.0,PG-13,English
Vampires ,1998.0,John Carpenter,20241395.0,20000000.0,R,English
Psycho ,1960.0,Alfred Hitchcock,32000000.0,806947.0,R,English
My Best Friend's Girl ,2008.0,Howard Deutch,19151864.0,40000000.0,R,English
Endless Love ,2014.0,Shana Feste,23393765.0,20000000.0,PG-13,English
Georgia Rule ,2007.0,Garry Marshall,18882880.0,20000000.0,R,English
Under the Rainbow ,1981.0,Steve Rash,8500000.0,20000000.0,PG,English
Simon Birch ,1998.0,Mark Steven Johnson,18252684.0,30000000.0,PG,English
Reign Over Me ,2007.0,Mike Binder,19661987.0,20000000.0,R,English
Into the Wild ,2007.0,Sean Penn,18352454.0,15000000.0,R,English
School for Scoundrels ,2006.0,Todd Phillips,17803796.0,20000000.0,PG-13,English
Silent Hill: Revelation 3D ,2012.0,Michael J. Bassett,17529157.0,20000000.0,R,English
From Dusk Till Dawn ,1996.0,Robert Rodriguez,25753840.0,19000000.0,R,English
Pooh's Heffalump Movie ,2005.0,Frank Nissen,18081626.0,20000000.0,G,English
Home for the Holidays ,1995.0,Jodie Foster,17518220.0,20000000.0,PG-13,English
Kung Fu Hustle ,2004.0,Stephen Chow,17104669.0,20000000.0,R,Cantonese
The Country Bears ,2002.0,Peter Hastings,16988996.0,35000000.0,G,English
The Kite Runner ,2007.0,Marc Forster,15797907.0,20000000.0,PG-13,Dari
21 Grams ,2003.0,Alejandro G. Iñárritu,16248701.0,20000000.0,R,English
Paparazzi ,2004.0,Paul Abascal,15712072.0,20000000.0,PG-13,English
Twilight ,2008.0,Catherine Hardwicke,191449475.0,37000000.0,PG-13,English
A Guy Thing ,2003.0,Chris Koch,15408822.0,20000000.0,PG-13,English
Loser ,2000.0,Amy Heckerling,15464026.0,20000000.0,PG-13,English
The Greatest Story Ever Told ,1965.0,George Stevens,8000000.0,20000000.0,G,English
Disaster Movie ,2008.0,Jason Friedberg,14174654.0,25000000.0,PG-13,English
Armored ,2009.0,Nimród Antal,15988876.0,27000000.0,PG-13,English
The Man Who Knew Too Little ,1997.0,Jon Amiel,13801755.0,20000000.0,PG,English
What's Your Number? ,2011.0,Mark Mylod,13987482.0,20000000.0,R,English
Lockout ,2012.0,James Mather,14291570.0,20000000.0,PG-13,English
Envy ,2004.0,Barry Levinson,12181484.0,40000000.0,PG-13,English
Crank: High Voltage ,2009.0,Mark Neveldine,13630226.0,20000000.0,R,English
Bullets Over Broadway ,1994.0,Woody Allen,13383737.0,20000000.0,R,English
One Night with the King ,2006.0,Michael O. Sajbel,13391174.0,20000000.0,PG,English
The Quiet American ,2002.0,Phillip Noyce,12987647.0,30000000.0,R,English
The Weather Man ,2005.0,Gore Verbinski,12469811.0,22000000.0,R,English
Undisputed ,2002.0,Walter Hill,12398628.0,20000000.0,R,English
Ghost Town ,2008.0,David Koepp,13214030.0,20000000.0,PG-13,English
12 Rounds ,2009.0,Renny Harlin,12232937.0,22000000.0,PG-13,English
Let Me In ,2010.0,Matt Reeves,12134420.0,20000000.0,R,English
3 Ninjas Kick Back ,1994.0,Charles T. Kanganis,11784000.0,20000000.0,PG,English
Be Kind Rewind ,2008.0,Michel Gondry,11169531.0,20000000.0,PG-13,English
Mrs Henderson Presents ,2005.0,Stephen Frears,11034436.0,20000000.0,R,English
Triple 9 ,2016.0,John Hillcoat,12626905.0,20000000.0,R,English
Deconstructing Harry ,1997.0,Woody Allen,10569071.0,20000000.0,R,English
Three to Tango ,1999.0,Damon Santostefano,10544143.0,20000000.0,PG-13,English
Burnt ,2015.0,John Wells,13650738.0,20000000.0,R,English
We're No Angels ,1989.0,Neil Jordan,10555348.0,20000000.0,PG-13,English
Everyone Says I Love You ,1996.0,Woody Allen,9714482.0,20000000.0,R,English
Death at a Funeral ,2007.0,Frank Oz,8579684.0,9000000.0,R,English
Death Sentence ,2007.0,James Wan,9525276.0,20000000.0,R,English
Everybody's Fine ,2009.0,Kirk Jones,8855646.0,21000000.0,PG-13,English
Superbabies: Baby Geniuses 2 ,2004.0,Bob Clark,9109322.0,20000000.0,PG,English
The Man ,2005.0,Les Mayfield,8326035.0,33000000.0,PG-13,English
Code Name: The Cleaner ,2007.0,Les Mayfield,8104069.0,20000000.0,PG-13,English
Connie and Carla ,2004.0,Michael Lembeck,8054280.0,20000000.0,PG-13,English
Inherent Vice ,2014.0,Paul Thomas Anderson,8093318.0,20000000.0,R,English
Doogal ,2006.0,Dave Borthwick,7382993.0,20000000.0,G,English
Battle of the Year ,2013.0,Benson Lee,8888355.0,20000000.0,PG-13,English
An American Carol ,2008.0,David Zucker,7001720.0,12000000.0,PG-13,English
Machete Kills ,2013.0,Robert Rodriguez,7268659.0,20000000.0,R,English
Willard ,2003.0,Glen Morgan,6852144.0,22000000.0,PG-13,English
Strange Wilderness ,2008.0,Fred Wolf,6563357.0,20000000.0,R,English
Topsy-Turvy ,1999.0,Mike Leigh,6201757.0,10000000.0,R,English
Little Boy ,2015.0,Alejandro Monteverde,6420319.0,20000000.0,PG-13,English
A Dangerous Method ,2011.0,David Cronenberg,5702083.0,15000000.0,R,English
A Scanner Darkly ,2006.0,Richard Linklater,5480996.0,8700000.0,R,English
Chasing Mavericks ,2012.0,Michael Apted,6002756.0,20000000.0,PG,English
Alone in the Dark ,2005.0,Uwe Boll,5132655.0,20000000.0,R,English
Bandslam ,2009.0,Todd Graff,5205343.0,20000000.0,PG,English
Birth ,2004.0,Jonathan Glazer,5005883.0,20000000.0,R,English
A Most Violent Year ,2014.0,J.C. Chandor,5749134.0,20000000.0,R,English
Flash of Genius ,2008.0,Marc Abraham,4234040.0,20000000.0,PG-13,English
I'm Not There. ,2007.0,Todd Haynes,4001121.0,20000000.0,R,English
The Cold Light of Day ,2012.0,Mabrouk El Mechri,3749061.0,20000000.0,PG-13,English
The Brothers Bloom ,2008.0,Rian Johnson,3519627.0,20000000.0,PG-13,English
"Synecdoche, New York ",2008.0,Charlie Kaufman,3081925.0,21000000.0,R,English
Princess Mononoke ,1997.0,Hayao Miyazaki,2298191.0,2400000000.0,PG-13,Japanese
Bon voyage ,2003.0,Jean-Paul Rappeneau,2353728.0,20000000.0,PG-13,French
Can't Stop the Music ,1980.0,Nancy Walker,2000000.0,20000000.0,PG,English
The Proposition ,2005.0,John Hillcoat,1900725.0,2000000.0,R,English
Courage ,2015.0,Angelo Pizzo,2246000.0,20000000.0,PG,English
Marci X ,2003.0,Richard Benjamin,1646664.0,20000000.0,R,English
Equilibrium ,2002.0,Kurt Wimmer,1190018.0,20000000.0,R,English
The Children of Huang Shi ,2008.0,Roger Spottiswoode,1027749.0,40000000.0,R,English
The Yards ,2000.0,James Gray,882710.0,24000000.0,R,English
The Oogieloves in the Big Balloon Adventure ,2012.0,Matthew Diamond,1064277.0,20000000.0,G,English
By the Sea ,2015.0,Angelina Jolie Pitt,531009.0,10000000.0,R,English
Steamboy ,2004.0,Katsuhiro Ôtomo,410388.0,2127519898.0,PG-13,Japanese
The Game of Their Lives ,2005.0,David Anspaugh,375474.0,20000000.0,PG,English
Rapa Nui ,1994.0,Kevin Reynolds,305070.0,20000000.0,R,English
Dylan Dog: Dead of Night ,2010.0,Kevin Munroe,1183354.0,20000000.0,PG-13,English
People I Know ,2002.0,Daniel Algrant,121972.0,22000000.0,R,English
The Tempest ,2010.0,Julie Taymor,263365.0,20000000.0,PG-13,English
The Painted Veil ,2006.0,John Curran,8047690.0,19400000.0,PG-13,Mandarin
The Baader Meinhof Complex ,2008.0,Uli Edel,476270.0,20000000.0,R,German
Dances with Wolves ,1990.0,Kevin Costner,184208848.0,22000000.0,PG-13,English
Bad Teacher ,2011.0,Jake Kasdan,100292856.0,20000000.0,R,English
Sea of Love ,1989.0,Harold Becker,58571513.0,19000000.0,R,English
A Cinderella Story ,2004.0,Mark Rosman,51431160.0,20000000.0,PG,English
Scream ,1996.0,Wes Craven,103001286.0,15000000.0,R,English
Thir13en Ghosts ,2001.0,Steve Beck,41867960.0,20000000.0,R,English
Back to the Future ,1985.0,Robert Zemeckis,210609762.0,19000000.0,PG,English
House on Haunted Hill ,1999.0,William Malone,40846082.0,19000000.0,R,English
I Can Do Bad All by Myself ,2009.0,Tyler Perry,51697449.0,13000000.0,PG-13,English
The Switch ,2010.0,Josh Gordon,27758465.0,19000000.0,PG-13,English
Just Married ,2003.0,Shawn Levy,56127162.0,18000000.0,PG-13,English
The Devil's Double ,2011.0,Lee Tamahori,1357042.0,15000000.0,R,English
Thomas and the Magic Railroad ,2000.0,Britt Allcroft,15911333.0,19000000.0,G,English
The Crazies ,2010.0,Breck Eisner,39103378.0,20000000.0,R,English
Spirited Away ,2001.0,Hayao Miyazaki,10049886.0,19000000.0,PG,Japanese
The Bounty ,1984.0,Roger Donaldson,8600000.0,25000000.0,PG,English
The Book Thief ,2013.0,Brian Percival,21483154.0,19000000.0,PG-13,English
Sex Drive ,2008.0,Sean Anders,8396942.0,19000000.0,R,English
Leap Year ,2010.0,Anand Tucker,12561.0,19000000.0,PG,English
Take Me Home Tonight ,2011.0,Michael Dowse,6923891.0,23000000.0,R,English
The Nutcracker ,1993.0,Emile Ardolino,2119994.0,19000000.0,G,English
Kansas City ,1996.0,Robert Altman,1292527.0,19000000.0,R,English
The Amityville Horror ,2005.0,Andrew Douglas,64255243.0,19000000.0,R,English
Adaptation. ,2002.0,Spike Jonze,22245861.0,19000000.0,R,English
Land of the Dead ,2005.0,George A. Romero,20433940.0,15000000.0,R,English
Fear and Loathing in Las Vegas ,1998.0,Terry Gilliam,10562387.0,18500000.0,R,English
The Invention of Lying ,2009.0,Ricky Gervais,18439082.0,18500000.0,PG-13,English
Neighbors ,2014.0,Nicholas Stoller,150056505.0,18000000.0,R,English
The Mask ,1994.0,Chuck Russell,119938730.0,18000000.0,PG-13,English
Big ,1988.0,Penny Marshall,114968774.0,18000000.0,PG,English
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006.0,Larry Charles,128505958.0,18000000.0,R,English
Legally Blonde ,2001.0,Robert Luketic,95001351.0,18000000.0,PG-13,English
Star Trek III: The Search for Spock ,1984.0,Leonard Nimoy,76400000.0,17000000.0,PG,English
The Exorcism of Emily Rose ,2005.0,Scott Derrickson,75072454.0,20000000.0,PG-13,English
Deuce Bigalow: Male Gigolo ,1999.0,Mike Mitchell,65535067.0,17000000.0,R,English
Left Behind ,2014.0,Vic Armstrong,13998282.0,16000000.0,PG-13,English
The Family Stone ,2005.0,Thomas Bezucha,6061759.0,17000000.0,PG-13,English
Barbershop 2: Back in Business ,2004.0,Kevin Rodney Sullivan,64955956.0,18000000.0,PG-13,English
Bad Santa ,2003.0,Terry Zwigoff,60057639.0,18000000.0,R,English
Austin Powers: International Man of Mystery ,1997.0,Jay Roach,53868030.0,17000000.0,PG-13,English
My Big Fat Greek Wedding 2 ,2016.0,Kirk Jones,59573085.0,18000000.0,PG-13,English
Diary of a Wimpy Kid: Rodrick Rules ,2011.0,David Bowers,52691009.0,21000000.0,PG,English
Predator ,1987.0,John McTiernan,59735548.0,15000000.0,R,English
Amadeus ,1984.0,Milos Forman,51600000.0,18000000.0,R,English
Prom Night ,2008.0,Nelson McCormick,43818159.0,20000000.0,PG-13,English
Mean Girls ,2004.0,Mark Waters,86049418.0,17000000.0,PG-13,English
Under the Tuscan Sun ,2003.0,Audrey Wells,43601508.0,18000000.0,PG-13,English
Gosford Park ,2001.0,Robert Altman,41300105.0,19800000.0,R,English
Peggy Sue Got Married ,1986.0,Francis Ford Coppola,41382841.0,18000000.0,PG-13,English
Birdman or (The Unexpected Virtue of Ignorance) ,2014.0,Alejandro G. Iñárritu,42335698.0,18000000.0,R,English
Blue Jasmine ,2013.0,Woody Allen,33404871.0,18000000.0,PG-13,English
United 93 ,2006.0,Paul Greengrass,31471430.0,15000000.0,R,English
Honey ,2003.0,Bille Woodruff,30222640.0,25000000.0,PG-13,English
Glory ,1989.0,Edward Zwick,26830000.0,18000000.0,R,English
Spy Hard ,1996.0,Rick Friedberg,26906039.0,18000000.0,PG-13,English
The Fog ,1980.0,John Carpenter,21378000.0,1000000.0,R,English
Soul Surfer ,2011.0,Sean McNamara,43853424.0,18000000.0,PG,English
Observe and Report ,2009.0,Jody Hill,23993605.0,18000000.0,R,English
Conan the Destroyer ,1984.0,Richard Fleischer,26400000.0,18000000.0,PG,English
Raging Bull ,1980.0,Martin Scorsese,45250.0,18000000.0,R,English
Love Happens ,2009.0,Brandon Camp,22927390.0,18000000.0,PG-13,English
Young Sherlock Holmes ,1985.0,Barry Levinson,4250320.0,18000000.0,PG-13,English
Fame ,2009.0,Kevin Tancharoen,22452209.0,18000000.0,PG,English
127 Hours ,2010.0,Danny Boyle,18329466.0,18000000.0,R,English
Small Time Crooks ,2000.0,Woody Allen,17071230.0,18000000.0,PG,English
Center Stage ,2000.0,Nicholas Hytner,17174870.0,18000000.0,PG-13,English
Love the Coopers ,2015.0,Jessie Nelson,26284475.0,17000000.0,PG-13,English
Catch That Kid ,2004.0,Bart Freundlich,16702864.0,18000000.0,PG,English
Life as a House ,2001.0,Irwin Winkler,15561627.0,18000000.0,R,English
Steve Jobs ,2015.0,Danny Boyle,17750583.0,30000000.0,R,English
"I Love You, Beth Cooper ",2009.0,Chris Columbus,14793904.0,18000000.0,PG-13,English
Youth in Revolt ,2009.0,Miguel Arteta,15281286.0,18000000.0,R,English
The Legend of the Lone Ranger ,1981.0,William A. Fraker,8000000.0,18000000.0,PG,English
The Tailor of Panama ,2001.0,John Boorman,13491653.0,18000000.0,R,English
Getaway ,2013.0,Courtney Solomon,10494494.0,18000000.0,PG-13,English
The Ice Storm ,1997.0,Ang Lee,7837632.0,18000000.0,R,English
And So It Goes ,2014.0,Rob Reiner,15155772.0,18000000.0,PG-13,English
Troop Beverly Hills ,1989.0,Jeff Kanew,8508843.0,18000000.0,PG,English
Being Julia ,2004.0,István Szabó,7739049.0,18000000.0,R,English
9½ Weeks ,1986.0,Adrian Lyne,6734844.0,17000000.0,R,English
Dragonslayer ,1981.0,Matthew Robbins,6000000.0,18000000.0,PG,English
The Last Station ,2009.0,Michael Hoffman,6615578.0,13000000.0,R,English
Ed Wood ,1994.0,Tim Burton,5887457.0,18000000.0,R,English
Labor Day ,2013.0,Jason Reitman,13362308.0,18000000.0,PG-13,English
Mongol: The Rise of Genghis Khan ,2007.0,Sergey Bodrov,5701643.0,20000000.0,R,Mongolian
RocknRolla ,2008.0,Guy Ritchie,5694401.0,18000000.0,R,English
Megaforce ,1982.0,Hal Needham,5333658.0,20000000.0,PG,English
Hamlet ,1996.0,Kenneth Branagh,4414535.0,18000000.0,PG-13,English
Midnight Special ,2016.0,Jeff Nichols,3707794.0,18000000.0,PG-13,English
Anything Else ,2003.0,Woody Allen,3203044.0,18000000.0,R,English
The Railway Man ,2013.0,Jonathan Teplitzky,4435083.0,18000000.0,R,English
The White Ribbon ,2009.0,Michael Haneke,2222647.0,12000000.0,R,German
The Wraith ,1986.0,Mike Marvin,3500000.0,2700000.0,R,English
The Salton Sea ,2002.0,D.J. Caruso,676698.0,18000000.0,R,English
One Man's Hero ,1999.0,Lance Hool,229311.0,11350000.0,R,English
Renaissance ,2006.0,Christian Volckman,63260.0,14000000.0,R,English
Superbad ,2007.0,Greg Mottola,121463226.0,20000000.0,R,English
Step Up 2: The Streets ,2008.0,Jon M. Chu,58006147.0,23000000.0,PG-13,English
Hoodwinked! ,2005.0,Cory Edwards,51053787.0,17500000.0,PG,English
Hotel Rwanda ,2004.0,Terry George,23472900.0,17500000.0,PG-13,English
Hitman ,2007.0,Xavier Gens,39687528.0,24000000.0,R,English
Black Nativity ,2013.0,Kasi Lemmons,7017178.0,17500000.0,PG,English
City of Ghosts ,2002.0,Matt Dillon,325491.0,17500000.0,R,English
The Others ,2001.0,Alejandro Amenábar,96471845.0,17000000.0,PG-13,English
Aliens ,1986.0,James Cameron,85200000.0,18500000.0,R,English
My Fair Lady ,1964.0,George Cukor,72000000.0,17000000.0,G,English
I Know What You Did Last Summer ,1997.0,Jim Gillespie,72219395.0,17000000.0,R,English
Let's Be Cops ,2014.0,Luke Greenfield,82389560.0,17000000.0,R,English
Sideways ,2004.0,Alexander Payne,71502303.0,12000000.0,R,English
Beerfest ,2006.0,Jay Chandrasekhar,19179969.0,17500000.0,R,English
Halloween ,1978.0,John Carpenter,47000000.0,300000.0,R,English
Hero ,2002.0,Yimou Zhang,84961.0,31000000.0,PG-13,Mandarin
Good Boy! ,2003.0,John Hoffman,37566230.0,17000000.0,PG,English
The Best Man Holiday ,2013.0,Malcolm D. Lee,70492685.0,17000000.0,R,English
Smokin' Aces ,2006.0,Joe Carnahan,35635046.0,17000000.0,R,English
Saw 3D: The Final Chapter ,2010.0,Kevin Greutert,45670855.0,20000000.0,R,English
40 Days and 40 Nights ,2002.0,Michael Lehmann,37939782.0,17000000.0,R,English
TRON: Legacy ,2010.0,Joseph Kosinski,172051787.0,170000000.0,PG,English
A Night at the Roxbury ,1998.0,John Fortenberry,30324946.0,17000000.0,PG-13,English
Beastly ,2011.0,Daniel Barnz,27854896.0,17000000.0,PG-13,English
The Hills Have Eyes ,2006.0,Alexandre Aja,41777564.0,15000000.0,R,English
Dickie Roberts: Former Child Star ,2003.0,Sam Weisman,22734486.0,17000000.0,PG-13,English
"McFarland, USA ",2015.0,Niki Caro,44469602.0,17000000.0,PG,English
Pitch Perfect ,2012.0,Jason Moore,64998368.0,17000000.0,PG-13,English
Summer Catch ,2001.0,Michael Tollin,19693891.0,34000000.0,PG-13,English
A Simple Plan ,1998.0,Sam Raimi,16311763.0,17000000.0,R,English
They ,2002.0,Robert Harmon,12693621.0,17000000.0,PG-13,English
Larry the Cable Guy: Health Inspector ,2006.0,Trent Cooper,15655665.0,4000000.0,PG-13,English
The Adventures of Elmo in Grouchland ,1999.0,Gary Halvorson,11634458.0,17000000.0,G,English
Brooklyn's Finest ,2009.0,Antoine Fuqua,27154426.0,17000000.0,R,English
Evil Dead ,2013.0,Fede Alvarez,54239856.0,17000000.0,R,English
My Life in Ruins ,2009.0,Donald Petrie,8662318.0,17000000.0,PG-13,English
American Dreamz ,2006.0,Paul Weitz,7156725.0,19000000.0,PG-13,English
Superman IV: The Quest for Peace ,1987.0,Sidney J. Furie,15681020.0,17000000.0,PG,English
Running Scared ,2006.0,Wayne Kramer,6855137.0,17000000.0,R,English
Shanghai Surprise ,1986.0,Jim Goddard,2315683.0,17000000.0,PG-13,English
